27.4,68,27.7,16.7,6.41,181,13,18,36
27.4,68.2,27.6,16.8,6.4,183,13,18,36
27.3,68.6,27.6,16.7,6.37,182,13,18,36
27.3,68.8,27.6,16.7,6.35,181,13,18,36
27.2,68.8,27.6,16.7,6.42,183,13,18,36
27.2,69.4,27.6,16.8,6.41,180,13,18,36
27.1,69.4,27.6,16.7,6.4,183,13,18,36
27.1,70,27.6,16.7,6.39,182,13,18,36
27,70.2,27.6,16.8,6.38,184,13,18,37
26.9,71,27.6,16.7,6.38,184,13,18,37
26.8,71.1,27.6,16.7,6.41,185,13,18,37
26.8,71.6,27.5,16.7,6.5,183,13,18,37
26.7,72,27.5,16.7,6.46,185,13,18,37
26.7,72.6,27.5,16.6,6.4,184,13,18,36
26.6,72.5,27.5,16.7,6.43,185,13,18,37
26.5,72.8,27.4,16.7,6.44,183,13,18,36
26.5,73.2,27.4,16.6,6.43,186,13,18,37
26.4,73.2,27.4,16.7,6.4,186,13,18,37
26.4,73.2,27.3,16.7,6.4,185,13,18,37
26.3,73,27.3,16.6,6.36,187,13,18,37
26.3,72.9,27.3,16.7,6.39,186,13,18,37
26.2,72.9,27.3,16.7,6.36,185,13,18,37
26.2,72.9,27.3,16.7,6.34,185,13,18,37
26.1,73,27.2,16.6,6.39,184,13,18,37
26.1,73.2,27.2,16.7,6.39,185,13,18,36
26.1,73.1,27.2,16.6,6.32,186,13,18,37
26,73,27.2,16.6,6.33,188,13,18,37
26,73,27.2,16.5,6.41,188,13,18,37
26,72.9,27.2,16.6,6.4,188,13,18,37
25.9,72.6,27.2,16.6,6.4,187,13,18,37
25.9,72.6,27.2,16.6,6.37,189,13,18,37
25.9,72.6,27.2,16.7,6.36,189,13,18,37
25.9,72.9,27.2,16.6,6.35,188,13,18,37
25.8,73.3,27.2,16.6,6.32,191,13,18,37
25.8,73.2,27.1,16.6,6.39,188,13,18,37
25.7,73.6,27.1,16.7,6.42,190,13,18,37
25.7,74.2,27.1,16.6,6.42,188,13,18,37
25.6,74.2,27.1,16.6,6.43,188,13,18,37
25.6,74.2,27,16.6,6.43,191,13,19,38
25.7,74.3,27.1,16.6,6.41,191,13,19,38
25.7,74.1,27.1,16.6,6.43,191,13,19,38
25.7,73.7,27.1,16.6,6.45,189,13,19,38
25.8,73.3,27.1,16.5,6.45,192,13,19,38
25.9,72.9,27.1,16.6,6.42,192,13,19,38
25.9,72.7,27.1,16.6,6.42,191,13,19,38
26,71.6,27.1,16.6,6.42,191,13,19,38
26.2,71.3,27.1,16.6,6.42,191,13,19,38
26.4,69.8,27.1,16.5,6.43,191,13,19,38
26.7,69.1,27.1,16.6,6.46,191,13,19,38
26.9,68.3,27.1,16.5,6.5,191,13,19,38
27.2,66.7,27.2,16.6,6.5,191,13,19,38
27.4,65.2,27.2,16.6,6.42,192,13,19,38
27.5,64.6,27.2,16.7,6.35,190,13,19,38
27.7,63.2,27.3,16.6,6.4,192,13,18,37
28,62.5,27.3,16.6,6.48,192,13,19,38
28.4,60.5,27.4,16.7,6.47,191,13,19,38
29.3,58.2,27.5,16.6,6.35,190,13,19,38
29.9,55.6,27.6,16.7,6.42,191,13,19,38
30.9,53.1,27.7,16.8,6.42,191,13,19,38
35.6,42.5,28,16.8,6.41,191,13,18,37
37.3,39.2,28.1,16.8,6.35,189,13,19,38
38.1,36.9,28.4,16.9,6.37,191,13,19,38
39.8,34.5,28.6,16.9,6.36,191,13,18,37
41.1,32.9,29,17,6.41,193,13,19,38
42.1,30.6,29.9,17.1,6.41,193,13,19,38
43,28.2,30.4,17.2,6.38,194,13,19,38
44.3,27.2,30.4,17.2,6.36,194,13,19,38
40.5,29.2,30.4,17.3,6.38,194,13,19,38
38.5,32.3,30.4,17.2,6.38,191,13,19,38
36.2,36.2,30.4,17.2,6.42,189,13,19,38
35.2,36.5,30.3,17.1,6.4,189,13,19,38
35.3,36.3,30.4,17.1,6.41,188,13,18,37
35.3,37.7,30.4,17.1,6.42,188,13,18,37
35.5,35.7,30.4,17,6.35,188,13,18,37
35.8,35.3,30.5,17,6.34,187,13,18,37
35.7,36.6,30.5,17.1,6.35,187,13,18,36
35.3,38.2,30.6,17.1,6.32,187,13,18,36
35.3,37.8,30.6,17,6.31,184,13,18,36
34.9,37.5,30.7,17,6.37,185,13,18,36
34.9,38.5,30.7,17,6.34,184,13,18,37
34.6,39.8,30.7,16.9,6.32,184,13,18,36
34.3,40.9,30.7,17,6.35,185,13,18,37
34,40.6,30.7,17,6.33,184,13,18,36
34,41.1,30.7,16.8,6.34,184,13,18,37
33.7,41.4,30.7,16.9,6.35,185,13,18,37
33.6,42.6,30.8,16.7,6.3,188,13,18,37
34,40.1,30.7,16.7,6.29,184,13,18,36
34,41,30.7,16.7,6.32,183,13,18,36
34,41.6,30.6,16.7,6.29,181,12,18,36
33.3,48.3,30.7,16.7,6.29,184,13,18,36
33,50,30.7,16.6,6.34,186,13,18,37
32.8,51.1,30.7,16.6,6.47,185,13,18,36
32.6,50,30.6,16.6,6.37,182,13,18,36
32.4,50.7,30.5,16.7,6.4,180,12,17,35
32.2,51.2,30.4,16.6,6.4,179,12,18,36
31.9,50,30.3,16.6,6.38,176,12,17,35
31.7,49.4,30.2,16.5,6.4,175,12,17,34
31.5,49.8,30.1,16.5,6.39,174,12,17,34
31.4,50.1,30,16.4,6.44,173,12,17,34
31.3,49.2,29.9,16.3,6.46,173,12,17,34
31,49.1,29.8,16.4,6.5,171,12,17,34
30.8,49.8,29.7,16.3,6.47,169,11,16,33
30.7,50.3,29.6,16.3,6.56,168,11,16,33
30.5,49.7,29.5,16.3,6.59,168,12,16,33
